userId,movieId,rating,timestamp
1,123,5.0,986934696
1,129,5.0,986934625
1,132,5.0,964538763
1,133,5.0,964538763
1,134,3.0,964538728
1,135,2.0,945078967
1,138,5.0,945174025
1,143,4.0,945079729
1,145,4.0,964539961
1,149,4.0,964539326
1,157,4.0,964538728
1,158,4.0,964622684
1,162,4.0,945079653
1,163,4.0,964538763
1,165,3.0,945078467
1,173,1.0,945173766
1,177,4.0,945173492
1,179,4.0,964622830
1,180,4.0,945079790
1,185,3.0,986935244
1,189,2.0,945079837
1,191,4.0,964622758
1,196,1.0,945629015
1,198,4.0,945079889
1,202,3.0,986934870
1,205,4.0,986934786
1,214,5.0,945079521
1,219,5.0,964539855
1,225,1.0,964622590
1,229,3.0,964623306
1,231,4.0,986935302
1,236,1.0,945173385
1,238,1.0,986848894
1,242,4.0,945079790
1,243,5.0,945079013
1,248,2.0,945078542
1,250,4.0,964539986
1,251,5.0,964539628
1,254,5.0,964539140
1,258,2.0,945078528
1,261,4.0,986848610
1,262,4.0,986936200
1,267,4.0,964539121
1,268,1.0,964538930
1,270,4.0,986849238
1,273,2.0,964538243
1,274,1.0,986848908
1,284,4.0,986934465
1,285,3.0,986849149
1,290,4.0,986849130
1,295,3.0,986849201
1,296,5.0,986848753
1,297,2.0,1007569424
1,298,5.0,986848685
1,299,4.0,1007574542
1,302,1.0,1007569465
1,310,4.0,1007574532
2,0,4.0,847434962
2,8,4.0,847435238
2,11,4.0,847434881
2,12,4.0,847435292
2,13,3.0,847434961
2,16,4.0,847434881
2,21,4.0,847434880
2,25,3.0,847434748
2,26,3.0,847434802
2,39,3.0,847435292
2,41,1.0,847435311
2,45,5.0,847434748
2,46,3.0,847435337
2,47,2.0,847434832
2,49,3.0,847434880
2,53,3.0,847434802
2,54,3.0,847434832
2,58,2.0,847435238
2,59,3.0,847434882
2,60,4.0,847435129
2,64,2.0,847434748
2,65,3.0,847435292
2,73,4.0,847434801
2,75,4.0,847435337
2,82,5.0,847434960
2,91,4.0,847434801
2,92,3.0,847435258
2,93,5.0,847434747
2,94,3.0,847434747
2,96,5.0,847435238
2,97,5.0,847434832
2,98,5.0,847435292
2,99,3.0,847434962
2,100,3.0,847435258
3,1,4.0,845553522
3,2,4.0,845553757
3,3,3.0,845553253
3,4,4.0,845553489
3,5,4.0,845553819
3,6,4.0,845553559
3,7,2.0,845553382
3,8,2.0,845553382
3,9,3.0,845553695
3,10,4.0,845553426
3,11,4.0,845553354
3,12,5.0,845553726
3,14,4.0,845553317
3,16,1.0,845553381
3,17,4.0,845553660
3,19,4.0,845553559
3,20,4.0,845554349
3,21,5.0,845553283
3,23,4.0,845553586
3,24,4.0,845553966
3,25,4.0,845553110
3,26,3.0,845553146
3,27,4.0,845553660
3,28,5.0,845553457
3,29,3.0,845553253
3,30,3.0,845553907
3,31,3.0,845553146
3,34,3.0,845553283
3,35,3.0,845553253
3,37,3.0,845553174
3,39,3.0,845553283
3,41,3.0,845553457
3,42,2.0,845553283
3,43,4.0,845553253
3,44,3.0,845553660
3,45,2.0,845553110
3,47,5.0,845553174
3,48,4.0,845553457
3,49,5.0,845553200
3,50,4.0,845553200
3,51,5.0,845553586
3,52,4.0,845553253
3,53,3.0,845553146
3,54,5.0,845553146
3,55,5.0,845553489
3,56,4.0,845553726
3,57,5.0,845553200
3,58,3.0,845553457
3,59,5.0,845553317
3,60,4.0,845553317
3,61,5.0,845553726
3,62,4.0,845553794
3,63,5.0,845553317
3,64,4.0,845553110
3,65,3.0,845553354
3,67,5.0,845553489
3,68,4.0,845553200
3,69,3.0,845553489
3,70,4.0,845553457
3,72,4.0,845553283
3,73,5.0,845553174
3,74,2.0,845553844
3,75,4.0,845553522
3,76,5.0,845553200
3,77,3.0,845553794
3,78,5.0,845553354
3,79,4.0,845553586
3,80,3.0,845553522
3,81,3.0,845553844
3,82,3.0,845553426
3,83,3.0,845553426
3,86,3.0,845553875
3,87,5.0,845553559
3,90,5.0,845553381
3,91,5.0,845553146
3,92,3.0,845553317
3,93,5.0,845553109
3,94,3.0,845553109
3,95,4.0,845553174
3,96,4.0,845553819
3,97,5.0,845553174
3,98,3.0,845554141
3,99,4.0,845553354
3,100,3.0,845553844
3,104,5.0,845553619
3,107,5.0,845556915
3,121,3.0,845555571
4,0,4.5,1106635946
4,16,4.5,1106635993
4,25,4.5,1106635925
4,31,4.0,1106635987
4,40,5.0,1106635933
4,57,5.0,1106635915
4,64,3.0,1106635937
4,74,5.0,1106635532
4,76,5.0,1106635917
4,90,2.0,1106635714
4,91,3.0,1106635971
4,92,2.5,1106635940
4,94,3.0,1106635922
4,95,5.0,1106635912
4,97,3.5,1106712636
4,101,4.0,1106635981
4,105,4.0,1106636810
4,107,4.5,1106635943
4,116,4.0,1106712615
4,127,4.0,1106635502
4,132,4.0,1106635996
4,141,4.0,1106635462
4,142,4.0,1106635965
4,145,5.0,1106635496
4,146,4.5,1106635464
4,152,5.0,1106712575
4,153,1.5,1106635678
4,159,5.0,1106635681
4,180,3.5,1106635489
4,186,5.0,1106635423
4,188,4.0,1106635429
4,189,3.0,1107127060
4,195,3.0,1106635653
4,200,0.5,1106635416
4,201,4.0,1106635484
4,202,1.5,1106635444
4,203,4.5,1106635657
4,225,2.0,1106712559
4,227,3.5,1106635625
4,234,5.0,1106635640
4,238,1.5,1106712553
4,239,3.0,1106635540
4,241,4.5,1113542732
4,242,2.0,1106635420
4,245,1.5,1106713076
4,250,4.5,1106635648
4,254,4.0,1106712546
4,265,4.5,1106635500
4,270,4.5,1106712549
4,277,1.5,1106636534
4,278,1.0,1106712541
4,283,3.5,1106635630
4,288,2.5,1106635635
4,289,3.0,1161738301
4,292,4.0,1106712913
4,299,2.0,1110855253
4,301,4.0,1106635524
4,303,4.5,1106712869
4,309,4.0,1106636531
4,310,4.0,1106636718
4,311,4.0,1106636702
4,314,4.5,1106636589
4,315,4.5,1106636610
4,316,3.5,1106712866
4,318,3.5,1106636606
4,319,0.5,1106635735
4,321,4.0,1106636707
4,322,3.0,1106712820
4,324,1.5,1106635745
4,325,5.0,1106713586
4,327,4.5,1106635705
4,328,4.5,1106636527
4,330,4.0,1106636600
4,332,4.0,1106636516
4,333,4.0,1106712831
4,338,4.5,1106636584
4,340,4.5,1106712827
4,343,2.0,1106712812
4,345,4.5,1106636579
4,347,4.0,1106636520
4,350,3.5,1106636782
4,351,2.5,1106636592
4,353,4.5,1106636511
4,356,3.5,1108602755
4,358,4.0,1106636064
4,361,3.5,1128486479
4,362,1.0,1121041079
4,364,2.0,1121041002
4,370,4.0,1157949636
4,375,1.0,1169687318
4,378,4.5,1165876367
5,1,4.0,839463806
5,3,2.0,839463509
5,4,4.0,839463806
5,8,4.0,839463564
5,10,3.0,839463624
5,11,5.0,839463546
5,13,3.0,839463644
5,14,4.0,839463546
5,16,5.0,839463644
5,21,3.0,839463527
5,23,3.0,839464076
5,25,4.0,839463422
5,26,2.0,839463451
5,34,5.0,839463509
5,35,3.0,839463509
5,37,4.0,839463470
5,38,3.0,839464076
5,39,5.0,839463509
5,43,3.0,839463489
5,45,4.0,839463422
5,48,3.0,839463644
5,49,5.0,839463489
5,52,3.0,839463509
5,57,3.0,839463527
5,58,5.0,839463767
5,59,5.0,839463546
5,60,3.0,839463564
5,63,4.0,839463644
5,64,5.0,839463422
5,67,1.0,839463702
5,70,3.0,839463728
5,72,4.0,839463546
5,73,3.0,839463489
5,76,4.0,839463527
5,78,2.0,839463624
5,82,5.0,839463728
5,83,3.0,839463728
5,89,3.0,839463702
5,90,3.0,839463702
5,93,5.0,839463422
5,94,3.0,839463422
5,95,4.0,839463470
5,99,3.0,839463728
6,45,1.0,1455303387
6,57,3.5,1455301685
6,91,4.0,1455306173
6,99,3.5,1455357645
6,113,4.0,1455302254
6,118,0.5,1455306152
6,154,3.0,1455303518
6,166,3.0,1455357613
6,200,3.5,1455301699
6,236,0.5,1455356378
6,241,3.5,1455357517
6,250,0.5,1455356388
6,254,1.0,1455356578
6,258,0.5,1455356582
6,277,4.0,1455356591
6,299,3.5,1455302676
6,301,4.5,1455356595
6,304,4.5,1455398321
6,314,4.0,1455356385
6,315,4.0,1455301798
6,328,4.0,1455356588
6,335,3.5,1455306101
6,344,4.0,1455301621
6,347,4.0,1455356347
6,353,3.5,1455356713
6,356,3.5,1455356327
6,358,2.5,1455302401
6,363,3.0,1455357626
6,364,5.0,1455302031
6,378,5.0,1455302162
6,382,3.0,1455356357
6,386,3.5,1455356320
6,390,3.5,1455301825
6,391,4.5,1455302113
6,398,4.0,1455304158
6,401,2.5,1455356351
6,402,3.0,1455356691
6,407,5.0,1455302591
6,410,5.0,1455302120
6,412,0.5,1455398092
7,2,5.0,902154266
7,3,3.0,902154316
7,12,4.0,902155135
7,19,3.0,902154458
7,21,5.0,902154266
7,25,5.0,902154266
7,26,3.0,902154593
7,31,3.0,902154567
7,35,3.0,902154706
7,43,4.0,902154383
7,49,4.0,902155070
7,54,5.0,902154342
7,57,5.0,901200263
7,61,3.0,904510567
7,63,3.0,902154431
7,64,4.0,902154431
7,68,3.0,902154685
7,73,5.0,902154316
7,74,3.0,902154805
7,75,4.0,902154431
7,76,4.0,902154383
7,92,4.0,902154266
7,95,5.0,902155102
7,101,4.0,902154514
7,103,4.0,902154431
7,104,4.0,902154542
7,107,4.0,902154487
7,127,5.0,901200233
7,142,4.0,902154266
7,168,3.0,902154383
7,173,1.0,902154685
7,183,4.0,902154458
7,184,3.0,902154542
7,186,5.0,902155136
7,187,4.0,902154316
7,196,4.0,902155102
7,197,5.0,902154989
7,200,5.0,902155043
7,201,4.0,901200037
7,202,4.0,904510428
7,212,5.0,902153951
8,7,1.0,835441168
8,9,4.0,835441394
8,10,4.0,835441168
8,13,3.0,835441186
8,14,5.0,835441133
8,19,5.0,835441295
8,21,5.0,835441107
8,25,4.0,835440977
8,26,2.0,835441012
8,37,3.0,835441042
8,41,5.0,835441168
8,42,4.0,835441107
8,45,3.0,835440978
8,49,3.0,835441042
8,51,5.0,835441239
8,52,4.0,835441066
8,53,2.0,835441012
8,57,4.0,835441239
8,60,1.0,835441210
8,63,3.0,835441328
8,68,4.0,835441066
8,76,3.0,835441262
8,79,3.0,835441558
8,80,5.0,835441347
8,82,3.0,835441371
8,83,4.0,835441415
8,86,3.0,835441558
8,87,4.0,835441239
8,89,3.0,835441451
8,93,4.0,835440977
8,94,2.0,835440976
8,95,4.0,835441086
8,99,3.0,835441431
9,0,2.5,1510577970
9,14,3.5,1510571970
9,27,1.0,1299424840
9,32,1.0,1299424762
9,40,5.0,1510571946
9,44,3.0,1510571962
9,45,4.0,1510571877
9,49,5.0,1510571866
9,57,5.0,1510571873
9,59,3.0,1510577958
9,82,5.0,1510571982
9,91,3.0,1510577985
9,92,5.0,1510572012
9,98,2.0,1510578088
9,107,3.5,1510572881
9,109,4.0,1510571941
9,132,5.0,1510572645
9,134,4.0,1510571989
9,136,5.0,1510572775
9,142,5.0,1510572653
9,144,5.0,1510572684
9,152,4.0,1510572646
9,158,3.5,1510572001
9,159,5.0,1510571953
9,181,3.0,1510572660
9,193,4.5,1510572798
9,210,5.0,1510572060
9,211,4.0,1510572114
9,212,3.5,1510571984
9,216,3.0,1510578011
9,226,4.5,1510572005
9,236,4.0,1510571744
9,250,3.0,1510571764
9,254,4.0,1510571751
9,255,4.5,1510572872
9,258,2.5,1510571747
9,266,5.0,1510571797
9,276,3.5,1510572486
9,277,5.0,1510571768
9,282,3.0,1510571680
9,287,4.0,1510572144
9,289,3.0,1510571677
9,292,4.0,1299425113
9,293,3.5,1510572048
9,297,1.5,1510571774
9,301,3.0,1510577965
9,303,4.0,1510573239
9,305,5.0,1510571736
9,309,3.5,1510577956
9,314,3.5,1510571754
9,315,5.0,1510571789
9,321,4.0,1510571793
9,325,3.0,1510578001
9,328,3.5,1510571759
9,330,5.0,1510571938
9,335,3.0,1510577979
9,337,3.5,1510571682
9,342,3.0,1510572077
9,349,3.0,1510572163
9,350,2.5,1510578083
9,355,3.5,1510572823
9,358,2.5,1510577973
9,362,5.0,1510572900
9,376,3.0,1510573220
9,377,4.5,1510572075
9,380,3.0,1510577962
9,389,3.5,1510572810
9,391,2.0,1510571886
9,392,2.0,1510572096
9,394,3.5,1510577951
9,398,3.5,1510577953
9,400,3.5,1510572656
9,401,3.0,1510572052
9,405,3.5,1510571930
9,408,2.0,1510572842
9,409,3.0,1510573214
9,410,2.0,1510571987
9,411,1.0,1510571958
9,412,4.0,1510571878
9,413,1.5,1510571973
10,14,3.5,1377477814
10,16,4.0,1377476781
10,22,4.5,1377477446
10,40,3.0,1377476936
10,44,4.0,1377477870
10,45,3.0,1377477302
10,49,4.0,1377476766
10,57,3.5,1377477951
10,82,4.0,1377476787
10,84,4.5,1377477340
10,95,3.0,1377476977
10,100,4.5,1377477406
10,105,4.5,1377476825
10,109,2.5,1377476772
10,111,3.5,1377476805
10,113,3.5,1377476810
10,115,3.5,1377477349
10,124,4.0,1377477608
10,129,4.0,1377476972
10,130,4.0,1377476909
10,131,4.0,1377476813
10,132,3.0,1377476993
10,133,4.0,1377477008
10,134,3.5,1377476852
10,135,5.0,1377477911
10,137,3.0,1377477410
10,138,4.0,1377476856
10,140,4.0,1377476891
10,141,4.0,1377477450
10,143,3.5,1377476956
10,144,4.0,1377477839
10,145,3.0,1377477594
10,148,4.5,1377477957
10,150,4.0,1377477576
10,154,4.0,1377477535
10,155,4.5,1377476948
10,160,4.0,1377477457
10,189,3.5,1377477542
10,196,3.5,1377477954
10,226,3.5,1377477278
10,236,3.5,1377476921
10,250,3.5,1377477612
10,254,3.5,1377476998
10,258,3.5,1377476874
10,287,4.0,1377477886
10,291,3.0,1377477891
10,297,4.5,1377476925
10,308,3.5,1377477936
10,312,4.0,1377476860
10,314,3.5,1377477289
10,325,4.5,1377476877
10,328,3.5,1377477424
10,347,3.5,1377477293
10,348,3.5,1377477402
10,374,4.0,1377477809
10,391,4.5,1377476817
10,394,4.0,1377477834
10,398,4.0,1377477654
10,404,4.5,1377477830
10,405,3.0,1377476916
10,410,4.5,1377477940
11,0,4.5,1305696483
11,14,4.0,1307262715
11,16,4.5,1305697013
11,21,4.5,1305696470
11,22,4.0,1326943208
11,25,3.5,1305696497
11,40,5.0,1305696468
11,44,3.5,1307262308
11,45,5.0,1305696455
11,49,5.0,1305696465
11,57,5.0,1305696457
11,76,4.5,1305696463
11,82,4.5,1305696664
11,84,3.5,1322628857
11,92,4.5,1305696475
11,93,4.5,1305696492
11,94,4.5,1305696480
11,95,4.5,1305696461
11,105,4.5,1307262443
11,107,4.0,1305696486
11,109,5.0,1305696683
11,111,4.0,1307262274
11,120,4.0,1305696741
11,124,4.0,1307262280
11,125,4.5,1322629080
11,131,4.5,1305696771
11,132,5.0,1305696635
11,133,3.5,1305696774
11,134,4.5,1305696619
11,137,5.0,1305696878
11,139,5.0,1322628945
11,142,5.0,1305696490
11,143,4.5,1305696699
11,147,4.5,1305696752
11,148,4.5,1305696870
11,151,4.0,1305696795
11,152,5.0,1305696931
11,155,4.0,1307262291
11,156,4.0,1322628838
11,157,4.0,1305696786
11,159,4.5,1305696846
11,163,4.0,1305696691
11,177,3.0,1322629229
11,198,5.0,1322629209
11,208,4.0,1305696258
11,212,4.5,1305696726
11,220,4.0,1305696788
11,226,4.5,1305696670
11,233,4.5,1322629245
11,236,5.0,1305696756
11,250,4.0,1305696835
11,254,4.0,1322628761
11,258,4.5,1305696867
11,266,4.5,1322629233
11,287,4.5,1322629083
11,297,4.0,1305696762
11,314,4.5,1305696817
11,325,5.0,1322628751
11,328,5.0,1305696823
11,331,4.5,1322628668
11,341,3.5,1322629189
11,347,4.5,1305696820
11,364,4.0,1305696851
11,374,4.5,1322629142
11,375,4.0,1305696748
11,391,4.5,1305696675
11,394,3.5,1305696839
11,396,4.0,1305696894
11,397,4.5,1322629267
11,404,4.0,1305696624
11,405,4.5,1305696716
11,406,4.0,1305696734
12,0,3.5,1455209816
12,1,3.0,1455617462
12,2,4.0,1460138360
12,5,4.5,1461311583
12,10,4.0,1455209840
12,11,2.5,1455617533
12,12,4.0,1455617478
12,14,4.5,1455050013
12,16,5.0,1455049343
12,18,3.5,1455735732
12,20,2.5,1455748792
12,21,4.5,1455050170
12,22,4.0,1458516249
12,24,3.5,1456864434
12,30,4.0,1455748933
12,31,4.0,1455209902
12,35,3.0,1455617516
12,36,4.0,1455617470
12,37,2.5,1455748462
12,38,4.5,1455529905
12,40,4.0,1455049368
12,42,4.0,1455617466
12,44,4.5,1455050049
12,45,4.0,1455050745
12,49,5.0,1455049328
12,50,4.0,1455231677
12,51,4.0,1455748833
12,53,2.5,1455209869
12,57,4.5,1455050112
12,59,3.0,1455209887
12,60,2.5,1455618093
12,62,3.0,1455748940
12,63,2.5,1455209879
12,64,2.5,1455209846
12,69,2.0,1459946774
12,71,3.0,1455748803
12,73,3.5,1477432493
12,74,2.5,1459946776
12,76,3.5,1455209811
12,78,3.5,1455618095
12,79,4.0,1455749987
12,82,4.5,1455050006
12,84,4.0,1456745325
12,88,4.0,1504907725
12,89,3.5,1455748696
12,91,3.5,1455209912
12,92,4.5,1455209793
12,93,4.0,1455209837
12,95,4.5,1455050067
12,97,3.0,1455209900
12,100,4.5,1455050069
12,101,3.0,1455209873
12,102,3.0,1456955524
12,106,4.5,1455050179
12,107,4.0,1455209824
12,109,4.0,1455050024
12,111,4.5,1455050080
12,112,4.0,1455748398
12,114,4.0,1455748544
12,115,5.0,1455059762
12,116,4.0,1458516291
12,120,4.0,1455618103
12,123,4.5,1455231152
12,124,4.0,1455051391
12,129,4.5,1455210625
12,130,4.5,1455050359
12,131,4.5,1517686025
12,132,4.0,1455209805
12,134,4.0,1455049377
12,137,5.0,1455051405
12,138,5.0,1455050107
12,139,4.5,1455050357
12,140,4.5,1455050736
12,141,3.5,1455051397
12,142,4.5,1455209798
12,143,4.5,1455050000
12,144,4.0,1455050629
12,145,4.5,1455050177
12,147,5.0,1460242083
12,148,4.5,1455050183
12,151,4.5,1455820726
12,152,4.0,1455618100
12,153,4.0,1455618445
12,154,4.5,1455050172
12,155,4.0,1457565435
12,159,4.0,1455748627
12,160,4.0,1456438623
12,163,4.0,1455059809
12,167,4.5,1455231686
12,168,3.5,1455748921
12,169,4.5,1456958429
12,173,3.0,1455529835
12,177,4.0,1476901312
12,180,2.5,1455748555
12,181,3.5,1455050095
12,182,3.5,1455735715
12,185,3.5,1455748435
12,187,3.0,1455735712
12,189,4.0,1459375071
12,190,3.5,1476823531
12,193,3.5,1455748777
12,194,3.5,1455735650
12,195,3.0,1455231395
12,196,4.0,1455050003
12,197,4.0,1455748443
12,198,4.5,1456958438
12,200,3.5,1456672335
12,201,3.0,1455748548
12,203,4.0,1455749673
12,204,4.0,1455050512
12,207,4.0,1455529833
12,210,3.5,1455748634
12,211,3.0,1455748610
12,212,4.0,1455209855
12,217,4.0,1455748562
12,220,3.5,1464994625
12,221,4.0,1456672532
12,222,4.0,1455748560
12,225,4.5,1475001075
12,226,4.0,1455209651
12,232,3.0,1455529935
12,235,4.5,1456584499
12,236,4.5,1455209654
12,242,2.5,1455231399
12,243,3.0,1455231448
12,246,3.5,1455231410
12,250,4.5,1455209891
12,256,3.5,1455748728
12,258,4.5,1455049351
12,261,4.0,1455231386
12,263,4.5,1455231506
12,264,4.0,1455231488
12,266,4.0,1455231412
12,269,3.0,1512850503
12,277,4.5,1455209857
12,281,3.5,1455529841
12,283,4.0,1464994762
12,287,4.5,1455529881
12,289,2.5,1455231481
12,291,4.5,1456958432
12,297,4.5,1455231390
12,298,4.0,1476901503
12,300,4.0,1456772015
12,301,4.0,1455209697
12,307,3.0,1456919460
12,309,4.0,1455209685
12,310,3.5,1456923934
12,311,4.0,1455209694
12,312,4.0,1455209683
12,314,4.5,1455209675
12,315,4.5,1455209718
12,316,4.0,1455209763
12,318,4.0,1456923908
12,320,4.0,1455749029
12,321,4.0,1455209691
12,322,2.5,1455050758
12,323,3.0,1455050806
12,326,3.5,1456919349
12,327,3.5,1456923936
12,328,3.5,1455209677
12,329,4.0,1455050816
12,330,4.0,1455209729
12,332,4.0,1464994734
12,333,3.5,1455750315
12,334,3.5,1455049753
12,335,4.0,1455049810
12,336,3.0,1455049758
12,338,4.5,1455049808
12,340,3.5,1455049761
12,341,4.0,1456780831
12,342,3.5,1455049814
12,343,3.0,1455750324
12,346,4.5,1455049845
12,347,4.5,1455049801
12,348,4.0,1456924036
12,349,3.5,1455654949
12,350,3.5,1455654935
12,351,3.5,1456923938
12,354,2.5,1455060196
12,355,3.5,1455049735
12,356,4.0,1455749019
12,358,3.5,1455209724
12,360,4.0,1455050800
12,361,3.5,1455654945
12,364,4.5,1455050618
12,369,4.5,1455050089
12,370,4.0,1455231957
12,371,4.0,1455049739
12,372,3.5,1455059798
12,374,4.0,1455049848
12,375,4.5,1455049826
12,377,4.5,1456958431
12,380,3.5,1455059813
12,382,3.5,1455049725
12,384,3.5,1455231338
12,386,4.0,1455050518
12,391,4.0,1455049372
12,392,4.0,1455618310
12,393,4.0,1455749175
12,396,3.5,1455059756
12,397,3.5,1455231723
12,398,4.0,1455749241
12,399,3.0,1455529969
12,400,3.5,1455749255
12,401,4.0,1455749238
12,402,4.5,1455749266
12,403,4.5,1455050015
12,404,4.0,1456744760
12,405,4.5,1455050059
12,408,4.0,1455050365
12,409,4.0,1455051164
12,410,4.0,1455050185
12,411,4.0,1455051144
12,412,4.5,1455050087
12,413,4.5,1455618433
13,0,4.0,965705637
13,1,3.0,965704331
13,3,2.0,965709556
13,7,2.0,965708339
13,10,4.0,965703646
13,11,4.0,965705661
13,14,3.0,965710720
13,15,1.0,965709172
13,18,2.0,965704974
13,20,2.0,965706185
13,23,1.0,965706592
13,26,2.0,965707889
13,27,3.0,965709785
13,29,2.0,965710914
13,31,3.0,965711413
13,33,1.0,965703997
13,34,2.0,965704056
13,35,2.0,965709832
13,36,3.0,965705917
13,37,2.0,965706728
13,38,4.0,965705784
13,39,3.0,965704952
13,40,4.0,965704248
13,44,4.0,965710720
13,47,2.0,965703785
13,50,2.0,965709622
13,52,3.0,965706365
13,53,2.0,965706566
13,55,2.0,965712461
13,56,5.0,965711267
13,57,2.0,965706045
13,58,4.0,965706092
13,59,3.0,965709102
13,60,4.0,965704281
13,61,3.0,965706636
13,62,3.0,965707669
13,63,4.0,965711156
13,64,3.0,965707487
13,65,2.0,965706683
13,66,2.0,965708098
13,67,3.0,965707983
13,68,3.0,965709832
13,69,2.0,965703973
13,70,3.0,965706114
13,71,3.0,965703811
13,73,4.0,965710781
13,74,3.0,965707518
13,75,3.0,965710914
13,76,2.0,965703785
13,77,2.0,965707889
13,78,2.0,965706636
13,81,2.0,965706795
13,83,3.0,965706839
13,84,4.0,965703555
13,85,5.0,965706163
13,89,3.0,965707079
13,90,3.0,965706438
13,91,3.0,965706337
13,92,5.0,965710720
13,94,5.0,965709445
13,99,3.0,965706967
13,101,3.0,965709656
13,102,2.0,965704331
13,103,3.0,965709534
13,104,2.0,965709785
13,108,2.0,965703885
13,110,5.0,965710671
13,111,5.0,965712377
13,116,3.0,965712377
13,118,2.0,965706092
13,121,4.0,965704248
13,122,4.0,965705725
13,124,3.0,965710671
13,126,5.0,965709282
13,128,3.0,965709478
13,129,3.0,965705588
13,130,4.0,965705539
13,131,4.0,965702660
13,132,4.0,965703555
13,133,5.0,965705725
13,134,5.0,965709394
13,136,3.0,965710693
13,142,3.0,965709445
13,144,4.0,965703555
13,145,4.0,965704863
13,151,4.0,965705661
13,152,4.0,965703605
13,156,2.0,965704863
13,157,3.0,965705725
13,158,4.0,965705677
13,159,4.0,965703583
13,161,4.0,965704863
13,163,5.0,965709426
13,166,3.0,965705962
13,167,3.0,965709478
13,169,5.0,965709478
13,170,3.0,965706683
13,171,3.0,965706839
13,173,3.0,965703997
13,175,3.0,965705619
13,176,3.0,965704952
13,178,3.0,965707044
13,179,2.0,965705962
13,180,3.0,965705845
13,181,5.0,965703811
13,182,1.0,965704033
13,183,3.0,965709622
13,184,4.0,965703727
13,185,2.0,965703698
13,186,3.0,965703628
13,188,3.0,965710871
13,189,4.0,965710565
13,190,4.0,965710871
13,192,2.0,965711014
13,193,4.0,965703628
13,194,2.0,965709622
13,198,3.0,965705896
13,199,3.0,965706438
13,200,2.0,965706163
13,201,2.0,965703973
13,202,4.0,965705784
13,205,2.0,965705917
13,207,3.0,965705942
13,208,4.0,965704281
13,210,2.0,965703834
13,211,3.0,965703915
13,213,3.0,965704304
13,214,2.0,965705896
