movieId,title,genres
131,One Flew Over the Cuckoo's Nest (1975),Drama
132,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
133,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
134,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
135,Brazil (1985),Fantasy|Sci-Fi
136,Aliens (1986),Action|Adventure|Horror|Sci-Fi
137,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
138,12 Angry Men (1957),Drama
139,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
140,To Kill a Mockingbird (1962),Drama
141,Apocalypse Now (1979),Action|Drama|War
142,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
143,Goodfellas (1990),Crime|Drama
144,Alien (1979),Horror|Sci-Fi
145,Psycho (1960),Crime|Horror
146,"Blues Brothers, The (1980)",Action|Comedy|Musical
147,"Godfather: Part II, The (1974)",Crime|Drama
148,Full Metal Jacket (1987),Drama|War
149,Amadeus (1984),Drama
150,Annie Hall (1977),Comedy|Romance
151,"Sting, The (1973)",Comedy|Crime
152,"Terminator, The (1984)",Action|Sci-Fi|Thriller
153,Dead Poets Society (1989),Drama
154,"Graduate, The (1967)",Comedy|Drama|Romance
155,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
156,"Shining, The (1980)",Horror
157,Stand by Me (1986),Adventure|Drama
158,Groundhog Day (1993),Comedy|Fantasy|Romance
159,Back to the Future (1985),Adventure|Comedy|Sci-Fi
160,Cool Hand Luke (1967),Drama
161,Young Frankenstein (1974),Comedy|Fantasy
162,This Is Spinal Tap (1984),Comedy
163,Indiana Jones and the Last Crusade (1989),Action|Adventure
164,Field of Dreams (1989),Children|Drama|Fantasy
165,Butch Cassidy and the Sundance Kid (1969),Action|Western
166,When Harry Met Sally... (1989),Comedy|Romance
167,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
168,Die Hard 2 (1990),Action|Adventure|Thriller
169,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
170,Batman Returns (1992),Action|Crime
171,Grease (1978),Comedy|Musical|Romance
172,Jaws (1975),Action|Horror
173,Mars Attacks! (1996),Action|Comedy|Sci-Fi
174,Jerry Maguire (1996),Drama|Romance
175,Raising Arizona (1987),Comedy
176,Scream (1996),Comedy|Horror|Mystery|Thriller
177,Donnie Brasco (1997),Crime|Drama
178,Liar Liar (1997),Comedy
179,Grosse Pointe Blank (1997),Comedy|Crime|Romance
180,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
181,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
182,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
183,Con Air (1997),Action|Adventure|Thriller
184,Face/Off (1997),Action|Crime|Drama|Thriller
185,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
186,Contact (1997),Drama|Sci-Fi
187,Air Force One (1997),Action|Thriller
188,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
189,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
190,"Game, The (1997)",Drama|Mystery|Thriller
191,"Full Monty, The (1997)",Comedy|Drama
192,The Devil's Advocate (1997),Drama|Mystery|Thriller
193,Gattaca (1997),Drama|Sci-Fi|Thriller
194,Starship Troopers (1997),Action|Sci-Fi
195,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
196,Good Will Hunting (1997),Drama|Romance
197,Titanic (1997),Drama|Romance
198,"Big Lebowski, The (1998)",Comedy|Crime
199,"Wedding Singer, The (1998)",Comedy|Romance
200,As Good as It Gets (1997),Comedy|Drama|Romance
201,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
202,There's Something About Mary (1998),Comedy|Romance
203,Rocky (1976),Drama
204,Rain Man (1988),Drama
205,"Breakfast Club, The (1985)",Comedy|Drama
206,"Exorcist, The (1973)",Horror|Mystery
207,Lethal Weapon (1987),Action|Comedy|Crime|Drama
208,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
209,"Mask of Zorro, The (1998)",Action|Comedy|Romance
210,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
211,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
212,Saving Private Ryan (1998),Action|Drama|War
213,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
214,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
215,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
216,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
217,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
218,Blade (1998),Action|Horror|Thriller
219,Beetlejuice (1988),Comedy|Fantasy
220,"Untouchables, The (1987)",Action|Crime|Drama
221,"Few Good Men, A (1992)",Crime|Drama|Thriller
222,Edward Scissorhands (1990),Drama|Fantasy|Romance
223,My Cousin Vinny (1992),Comedy
224,Pleasantville (1998),Comedy|Drama|Fantasy
225,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
226,American History X (1998),Crime|Drama
227,Enemy of the State (1998),Action|Thriller
228,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
229,Rushmore (1998),Comedy|Drama
230,Shakespeare in Love (1998),Comedy|Drama|Romance
231,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
232,Crocodile Dundee (1986),Adventure|Comedy
233,Office Space (1999),Comedy|Crime
234,Planet of the Apes (1968),Action|Drama|Sci-Fi
235,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
236,"Matrix, The (1999)",Action|Sci-Fi|Thriller
237,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
238,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
239,Superman (1978),Action|Adventure|Sci-Fi
240,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
241,Notting Hill (1999),Comedy|Romance
242,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
243,Run Lola Run (Lola rennt) (1998),Action|Crime
244,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
245,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
246,American Pie (1999),Comedy|Romance
247,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
248,Eyes Wide Shut (1999),Drama|Mystery|Thriller
249,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
250,"Sixth Sense, The (1999)",Drama|Horror|Mystery
251,Airplane! (1980),Comedy
252,Big (1988),Comedy|Drama|Fantasy|Romance
253,"Christmas Story, A (1983)",Children|Comedy
254,American Beauty (1999),Drama|Romance
255,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
256,Ferris Bueller's Day Off (1986),Comedy
257,Goldfinger (1964),Action|Adventure|Thriller
258,Fight Club (1999),Action|Crime|Drama|Thriller
259,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
260,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
261,Being John Malkovich (1999),Comedy|Drama|Fantasy
262,Spaceballs (1987),Comedy|Sci-Fi
263,Dogma (1999),Adventure|Comedy|Fantasy
264,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
265,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
266,"Green Mile, The (1999)",Crime|Drama
267,Magnolia (1999),Drama
268,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
269,Wayne's World (1992),Comedy
270,Erin Brockovich (2000),Drama
271,Animal House (1978),Comedy
272,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
273,High Fidelity (2000),Comedy|Drama|Romance
274,Hook (1991),Adventure|Comedy|Fantasy
275,Predator (1987),Action|Sci-Fi|Thriller
276,American Psycho (2000),Crime|Horror|Mystery|Thriller
277,Gladiator (2000),Action|Adventure|Drama
278,Mission: Impossible II (2000),Action|Adventure|Thriller
279,Blazing Saddles (1974),Comedy|Western
280,Gone in 60 Seconds (2000),Action|Crime
281,Chicken Run (2000),Animation|Children|Comedy
282,"Patriot, The (2000)",Action|Drama|War
283,X-Men (2000),Action|Adventure|Sci-Fi
284,Almost Famous (2000),Drama
285,Best in Show (2000),Comedy
286,Meet the Parents (2000),Comedy
287,Requiem for a Dream (2000),Drama
288,Charlie's Angels (2000),Action|Comedy
289,Unbreakable (2000),Drama|Sci-Fi
290,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
291,Snatch (2000),Comedy|Crime|Thriller
292,What Women Want (2000),Comedy|Romance
293,Cast Away (2000),Drama
294,Miss Congeniality (2000),Comedy|Crime
295,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
296,Traffic (2000),Crime|Drama|Thriller
297,Memento (2000),Mystery|Thriller
298,Blow (2001),Crime|Drama
299,Bridget Jones's Diary (2001),Comedy|Drama|Romance
300,Scarface (1983),Action|Crime|Drama
301,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
302,Moulin Rouge (2001),Drama|Musical|Romance
303,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
304,Legally Blonde (2001),Comedy|Romance
305,"Others, The (2001)",Drama|Horror|Mystery|Thriller
306,Training Day (2001),Crime|Drama|Thriller
307,Zoolander (2001),Comedy
308,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
309,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
310,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
311,Ocean's Eleven (2001),Crime|Thriller
312,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
313,"Royal Tenenbaums, The (2001)",Comedy|Drama
314,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
315,"Beautiful Mind, A (2001)",Drama|Romance
316,Ice Age (2002),Adventure|Animation|Children|Comedy
317,My Big Fat Greek Wedding (2002),Comedy|Romance
318,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
319,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
320,"Bourne Identity, The (2002)",Action|Mystery|Thriller
321,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
322,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
323,Austin Powers in Goldmember (2002),Comedy
324,Signs (2002),Horror|Sci-Fi|Thriller
325,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
326,Bowling for Columbine (2002),Documentary
327,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
328,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
329,Gangs of New York (2002),Crime|Drama
330,Catch Me If You Can (2002),Crime|Drama
331,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
332,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
333,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
334,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
335,Finding Nemo (2003),Adventure|Animation|Children|Comedy
336,"Italian Job, The (2003)",Action|Crime
337,28 Days Later (2002),Action|Horror|Sci-Fi
338,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
339,Lost in Translation (2003),Comedy|Drama|Romance
340,School of Rock (2003),Comedy|Musical
341,Mystic River (2003),Crime|Drama|Mystery
342,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
343,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
344,Love Actually (2003),Comedy|Drama|Romance
345,"Last Samurai, The (2003)",Action|Adventure|Drama|War
346,Big Fish (2003),Drama|Fantasy|Romance
347,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
348,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
349,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
350,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
351,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
352,Super Size Me (2004),Comedy|Documentary|Drama
353,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
354,Anchorman: The Legend of Ron Burgundy (2004),Comedy
355,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
356,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
357,Shaun of the Dead (2004),Comedy|Horror
358,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
359,Million Dollar Baby (2004),Drama
360,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
361,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
362,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
363,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
364,Batman Begins (2005),Action|Crime|IMAX
365,Wedding Crashers (2005),Comedy|Romance
366,"40-Year-Old Virgin, The (2005)",Comedy|Romance
367,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
368,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
369,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
370,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
371,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
372,Little Miss Sunshine (2006),Adventure|Comedy|Drama
373,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
374,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
375,"Departed, The (2006)",Crime|Drama|Thriller
376,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
377,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
378,Casino Royale (2006),Action|Adventure|Thriller
379,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
380,Ratatouille (2007),Animation|Children|Drama
381,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
382,300 (2007),Action|Fantasy|War|IMAX
383,Knocked Up (2007),Comedy|Drama|Romance
384,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
385,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX
386,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
387,Superbad (2007),Comedy
388,No Country for Old Men (2007),Crime|Drama
389,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX
390,Juno (2007),Comedy|Drama|Romance
391,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
392,Iron Man (2008),Action|Adventure|Sci-Fi
393,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
394,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
395,Slumdog Millionaire (2008),Crime|Drama|Romance
396,Inglourious Basterds (2009),Action|Drama|War
397,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
398,Up (2009),Adventure|Animation|Children|Drama
399,"Hangover, The (2009)",Comedy|Crime
400,District 9 (2009),Mystery|Sci-Fi|Thriller
401,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
402,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller
403,Shutter Island (2010),Drama|Mystery|Thriller
404,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
405,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
406,"Social Network, The (2010)",Drama
407,"King's Speech, The (2010)",Drama
408,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
409,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
410,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
411,Django Unchained (2012),Action|Drama|Western
412,Interstellar (2014),Sci-Fi|IMAX
413,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
